"Timestep","State Class","pct_area_mean","pct_area_sd"
2020,"Low Shrub:All",0.738125794821835,0
2020,"No Shrub:All",0.0359599802263575,0
2020,"Shrubland:All",0.225914224951808,0
2021,"Low Shrub:All",0.743923682086636,0.00250434004005124
2021,"No Shrub:All",0.0358459017634027,0.00131727128218548
2021,"Shrubland:All",0.220230416149765,0.00293067304181096
2022,"Low Shrub:All",0.748954236214889,0.00273214830455854
2022,"No Shrub:All",0.0356668403599868,0.00213624362227009
2022,"Shrubland:All",0.215378923424738,0.00374614266290688
2023,"Low Shrub:All",0.754011026446204,0.00465614148961154
2023,"No Shrub:All",0.035420804015692,0.0027117228224968
2023,"Shrubland:All",0.210568169537512,0.00587295985020267
2024,"Low Shrub:All",0.760161692126461,0.00360385381259502
2024,"No Shrub:All",0.0350443402294029,0.00275339838364564
2024,"Shrubland:All",0.204793967643316,0.00457368922826563
2025,"Low Shrub:All",0.762689176266317,0.007914875694432
2025,"No Shrub:All",0.0340984072504834,0.00309195212785244
2025,"Shrubland:All",0.203212416482269,0.00948748888127382
2026,"Low Shrub:All",0.767753011377165,0.00840155094759558
2026,"No Shrub:All",0.0333161341107736,0.00280546579491543
2026,"Shrubland:All",0.198930854510947,0.00951961649756558
2027,"Low Shrub:All",0.772138643223818,0.00749532312408516
2027,"No Shrub:All",0.0327119992523348,0.00295844992281595
2027,"Shrubland:All",0.195149357522568,0.00839152345613351
2028,"Low Shrub:All",0.77532006223254,0.0052283831838193
2028,"No Shrub:All",0.0314029877582268,0.00288312102126871
2028,"Shrubland:All",0.193276950007835,0.00590760317149723
2029,"Low Shrub:All",0.782093398092171,0.00604211167587304
2029,"No Shrub:All",0.0312402996265382,0.00269803749556536
2029,"Shrubland:All",0.18666630227963,0.00612805152206004
2030,"Low Shrub:All",0.785676472404638,0.00848563871354945
2030,"No Shrub:All",0.030921506681615,0.00335946176553163
2030,"Shrubland:All",0.183402020911943,0.0096710240970577
2031,"Low Shrub:All",0.79064600330058,0.00902437026850788
2031,"No Shrub:All",0.0306443514039629,0.00298496090847785
2031,"Shrubland:All",0.178709645293459,0.0097265006301786
2032,"Low Shrub:All",0.797216883898236,0.00800607796304081
2032,"No Shrub:All",0.0306054102250623,0.00281824188496295
2032,"Shrubland:All",0.172177705874448,0.00782872998010816
2033,"Low Shrub:All",0.799807383270824,0.00942072789907841
2033,"No Shrub:All",0.0291370386975247,0.00156906763922559
2033,"Shrubland:All",0.171055578029299,0.00910722637959365
2034,"Low Shrub:All",0.804145911595395,0.00879371843969349
2034,"No Shrub:All",0.0290550751681357,0.00161976732000553
2034,"Shrubland:All",0.166799013233944,0.00826788219445403
2035,"Low Shrub:All",0.809103393318077,0.00853688621263207
2035,"No Shrub:All",0.0285911577049644,0.00222191288884648
2035,"Shrubland:All",0.162305448974238,0.00928243369938145
2036,"Low Shrub:All",0.814225895270492,0.00974312297401896
2036,"No Shrub:All",0.0281116443360826,0.00271436520384181
2036,"Shrubland:All",0.157662460390504,0.0109111028131556
2037,"Low Shrub:All",0.818904666983502,0.0104450531725748
2037,"No Shrub:All",0.0279777916250772,0.00263684328407944
2037,"Shrubland:All",0.153117541388319,0.0116468211475682
2038,"Low Shrub:All",0.821168065311878,0.00976979945047336
2038,"No Shrub:All",0.0262830365378556,0.00174470718947157
2038,"Shrubland:All",0.152548898147081,0.0099600124185408
2039,"Low Shrub:All",0.825495248951145,0.00994948015941752
2039,"No Shrub:All",0.0262195840367403,0.00159104921002177
2039,"Shrubland:All",0.148285167008759,0.0102696170176299
2040,"Low Shrub:All",0.828806658133464,0.00720034114901949
2040,"No Shrub:All",0.0260259227278227,0.00202700534075031
2040,"Shrubland:All",0.145167419135225,0.00724977825289456
