Timestep,StratumID,StateClassID,TransitionGroupID,Amount
2017,Gypsic,Shrubland:All,Shrub decline [Type],0.0122748063100905
2018,Gypsic,Low Shrub:All,Shrub in-filling [Type],7.50477603474853e-4
2018,Gypsic,Shrubland:All,Shrub decline [Type],0.0332101298335187
2019,Gypsic,Low Shrub:All,Shrub in-filling [Type],0.001384374151443
2019,Gypsic,Shrubland:All,Shrub decline [Type],0.039331892254066
2020,Gypsic,Low Shrub:All,Shrub in-filling [Type],0.00438962694249718
2020,Gypsic,Shrubland:All,Shrub decline [Type],0.0575238371811626
1986,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0351217201915617
1986,Bottomland,Shrubland:All,Shrub decline [Type],0.197276248557772
1987,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0549594714172517
1987,Bottomland,Shrubland:All,Shrub decline [Type],0.197749917716406
1988,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0175995734570557
1988,Bottomland,Shrubland:All,Shrub decline [Type],0.358180909200614
1989,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0131928758768645
1989,Bottomland,Shrubland:All,Shrub decline [Type],0.316339640270965
1990,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0232181141598659
1990,Bottomland,Shrubland:All,Shrub decline [Type],0.161826958782027
1991,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0324472272703862
1991,Bottomland,Shrubland:All,Shrub decline [Type],0.18125
1992,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0804453382159619
1992,Bottomland,Shrubland:All,Shrub decline [Type],0.109078824282409
1993,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0253671688534734
1993,Bottomland,Shrubland:All,Shrub decline [Type],0.393513811719273
1994,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0180228658536585
1994,Bottomland,Shrubland:All,Shrub decline [Type],0.406590094405632
1995,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0352103609676116
1995,Bottomland,Shrubland:All,Shrub decline [Type],0.183173875937654
1996,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0134154311857177
1996,Bottomland,Shrubland:All,Shrub decline [Type],0.313711725739958
1997,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.015851144241148
1997,Bottomland,Shrubland:All,Shrub decline [Type],0.16667995725746
1998,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0098454665823721
1998,Bottomland,Shrubland:All,Shrub decline [Type],0.180805130484475
1999,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.00957125532066678
1999,Bottomland,Shrubland:All,Shrub decline [Type],0.125143907761568
2000,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.00984574599885959
2000,Bottomland,Shrubland:All,Shrub decline [Type],0.106035490569001
2001,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0140162482109937
2001,Bottomland,Shrubland:All,Shrub decline [Type],0.08096283871414
2002,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.00563119562563931
2002,Bottomland,Shrubland:All,Shrub decline [Type],0.171944471100022
2003,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.00918568508641438
2003,Bottomland,Shrubland:All,Shrub decline [Type],0.133735590778098
2004,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.00834968205864167
2004,Bottomland,Shrubland:All,Shrub decline [Type],0.185584521084115
2005,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0226722336942226
2005,Bottomland,Shrubland:All,Shrub decline [Type],0.247793865228893
2006,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0143344367996139
2006,Bottomland,Shrubland:All,Shrub decline [Type],0.236309192467896
2007,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0363678445612052
2007,Bottomland,Shrubland:All,Shrub decline [Type],0.179494473342003
2008,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0346082985869307
2008,Bottomland,Shrubland:All,Shrub decline [Type],0.260054200542005
2009,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0167710019329849
2009,Bottomland,Shrubland:All,Shrub decline [Type],0.127203129600808
2010,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0101955764820614
2010,Bottomland,Shrubland:All,Shrub decline [Type],0.130181382428237
2011,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.00808503583970458
2011,Bottomland,Shrubland:All,Shrub decline [Type],0.149730043788173
2013,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.00818469722104166
2013,Bottomland,Shrubland:All,Shrub decline [Type],0.060781431808439
2014,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0143946224094893
2014,Bottomland,Shrubland:All,Shrub decline [Type],0.0410377853385093
2015,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0083470821686272
2015,Bottomland,Shrubland:All,Shrub decline [Type],0.030094454060979402
2016,Bottomland,Low Shrub:All,Shrub in-filling [Type],4.76457795745845e-4
2016,Bottomland,Shrubland:All,Shrub decline [Type],0.00525229297865113
2017,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.001364250040125
2017,Bottomland,Shrubland:All,Shrub decline [Type],0.00813720744646058
2018,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.00213811600537044
2018,Bottomland,Shrubland:All,Shrub decline [Type],0.0303322727035627
2019,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.00420940380810731
2019,Bottomland,Shrubland:All,Shrub decline [Type],0.0417998362344489
2020,Bottomland,Low Shrub:All,Shrub in-filling [Type],0.0164993906651453
2020,Bottomland,Shrubland:All,Shrub decline [Type],0.0474133921571233
