"Timestep","State Class","pct_area_mean","pct_area_sd"
2046,"No Shrub:All",0.0227199186684583,0.00248854619848977
2046,"Shrubland:All",0.12199085866363,0.00946463574530875
2047,"Low Shrub:All",0.858492602262013,0.00879104831097655
2047,"No Shrub:All",0.0226063989373279,0.00251252255785766
2047,"Shrubland:All",0.118900998795945,0.0106012433541319
2048,"Low Shrub:All",0.860694746577534,0.00718511578587742
2048,"No Shrub:All",0.0223595487879844,0.00226501000512155
2048,"Shrubland:All",0.116945704629678,0.00872229345278822
2049,"Low Shrub:All",0.86437959510647,0.00699045641145189
2049,"No Shrub:All",0.0226661225108319,0.00221787088841134
2049,"Shrubland:All",0.112954282377748,0.00849048899393985
2050,"Low Shrub:All",0.86589172991142,0.00584020063366276
2050,"No Shrub:All",0.0225337030684197,0.00220600496074132
2050,"Shrubland:All",0.111574567015149,0.0073185711921623
2051,"Low Shrub:All",0.867507703811323,0.00676609993235112
2051,"No Shrub:All",0.0220561816999558,0.00222135717363952
2051,"Shrubland:All",0.110436114483648,0.00849751633986184
2052,"Low Shrub:All",0.869735343302928,0.00626516433311337
2052,"No Shrub:All",0.0216642070323642,0.00207835862101563
2052,"Shrubland:All",0.108600449659549,0.00786240172427604
2053,"Low Shrub:All",0.873000219841347,0.00674843387873664
2053,"No Shrub:All",0.0215581208637687,0.00199910078548504
2053,"Shrubland:All",0.105441659289601,0.00824297492596862
2054,"Low Shrub:All",0.875552555401049,0.00689182233676607
2054,"No Shrub:All",0.0214186929808618,0.0019445611063695
2054,"Shrubland:All",0.103028751612704,0.00814149142757327
2055,"Low Shrub:All",0.877628742129181,0.0074581740847987
2055,"No Shrub:All",0.0214683593815244,0.00218743543734105
